bowler,runs_conceded,balls_bowled,wickets_taken,economy
Rashid Khan,97,47,3.0,12.382978723404255
Rashidatu Salia,22,20,0.0,6.6000000000000005
Raunaq Kapur,24,12,1.0,12.0
Ravi Bishnoi,349,304,19.0,6.8881578947368425
Raza Hasan,136,136,5.0,6.0
Raza Iqbal,191,210,13.0,5.457142857142857
Raza-ur-Rehman,58,54,2.0,6.444444444444445
Reehana Khan,22,43,5.0,3.0697674418604652
Regina Khan,78,75,3.0,6.24
Rehan Ahmed,135,85,2.0,9.529411764705882
Renuka Singh,749,696,41.0,6.456896551724137
Rhyda Ofori,13,14,0.0,5.571428571428571
Rhys Burinaga,33,24,4.0,8.25
Riaz Afridi,67,40,2.0,10.05
Riazat Ali Shah,613,538,34.0,6.8364312267658
Rida Syeda,120,68,0.0,10.588235294117647
Rinitha Rajith,7,15,1.0,2.8
Rishad Hossain,776,567,34.0,8.211640211640212
Rishitha Rajith,8,9,0.0,5.333333333333333
Ritik Tomar,138,95,4.0,8.715789473684211
Ritu Moni,290,306,16.0,5.686274509803921
Riya Pradhan,16,25,1.0,3.84
Riya Sharma,210,238,5.0,5.294117647058823
Riyaa Bhasin,14,32,4.0,2.625
Rizwan Butt,1044,933,79.0,6.713826366559485
Rizwan Cheema,132,103,4.0,7.689320388349515
Rizwan Haider,240,229,15.0,6.2882096069869
Robert Raina,94,101,14.0,5.584158415841585
Robiul Khan,26,20,1.0,7.800000000000001
Rohan Bhavesh Patel,22,19,1.0,6.947368421052632
Rohan Mustafa,446,404,39.0,6.623762376237624
Roheed Akhtar,209,192,6.0,6.53125
Ronald Ebanks,54,75,5.0,4.32
Ronitkumar Ahir,11,25,4.0,2.64
Roopa Nagraj,10,12,0.0,5.0
Rosine Irera,307,504,40.0,3.654761904761904
Rubel Hossain,542,324,18.0,10.037037037037038
Ruchitha Venkatesh,327,394,13.0,4.979695431472081
Rudolph Fox,38,26,0.0,8.769230769230768
Rumaisa Jawad Nasir,56,38,2.0,8.842105263157894
Rumana Ahmed,685,707,48.0,5.8132956152758135
Rumeysa Alp,32,18,0.0,10.666666666666666
Rumman Raees,36,42,1.0,5.142857142857142
Rupesh Singh,100,65,2.0,9.230769230769232
S Akiteng,636,831,46.0,4.5920577617328515
S Arachchige,15,12,2.0,7.5
S Asha,85,72,2.0,7.083333333333334
S Austin,37,44,4.0,5.045454545454546
S Badree,644,561,25.0,6.887700534759358
S Baker,52,25,0.0,12.48
S Banamali,55,24,0.0,13.75
S Basharat,22,28,1.0,4.714285714285714
S Bau,224,176,6.0,7.636363636363637
S Bevin,15,10,0.0,9.0
S Bhanushali,57,50,4.0,6.84
S Bhardwaj,23,38,2.0,3.6315789473684212
S Bhari,103,80,5.0,7.7250000000000005
S Bist,98,131,4.0,4.488549618320611
S Bodha,395,291,23.0,8.144329896907216
S Borakambi,17,25,2.0,4.08
S Budhathoki,36,57,5.0,3.789473684210526
S Burdekin,98,89,6.0,6.606741573033708
S Channa,69,53,2.0,7.811320754716981
S Chaturongrattana,191,291,19.0,3.9381443298969074
S Chaudhary,78,72,5.0,6.5
S Chinawa,5,8,0.0,3.75
S Choden,139,139,5.0,6.0
S Cholasseri,36,30,1.0,7.199999999999999
S Conteh,321,342,27.0,5.631578947368421
S Crowie,48,60,4.0,4.800000000000001
S Dabholkatr,89,147,6.0,3.63265306122449
S Davizi,98,60,2.0,9.8
S Desungnoen,218,200,10.0,6.540000000000001
S Devata,9,12,2.0,4.5
S Dhadwal,220,220,14.0,6.0
S Dhakal,93,56,1.0,9.964285714285715
S Dharnidharka,461,564,31.0,4.904255319148937
S Draunivudi,24,12,0.0,12.0
S Dube,245,185,10.0,7.945945945945946
S Dunukedeniya,60,105,8.0,3.4285714285714284
S Dzimau,8,8,0.0,6.0
S Ecclestone,1100,1040,68.0,6.346153846153847
S Elmsjoo,54,69,6.0,4.695652173913044
S Farooq,72,102,3.0,4.235294117647059
S Foster,22,6,0.0,22.0
S Fouché,17,12,0.0,8.5
S Franklin,27,22,0.0,7.363636363636363
S Gajnabi,81,55,1.0,8.836363636363636
S Galabova,30,23,0.0,7.826086956521739
S Gasteratos,51,56,5.0,5.464285714285714
S Georgota,243,253,14.0,5.762845849802371
S Gill,191,201,10.0,5.701492537313433
S Gimhani,24,18,1.0,8.0
S Glenn,586,566,35.0,6.212014134275618
S Godara,176,213,16.0,4.95774647887324
S Gokhale,26,51,4.0,3.0588235294117645
S Gooch,316,270,21.0,7.022222222222222
S Haggo,36,55,4.0,3.9272727272727272
S Hanson,38,36,1.0,6.333333333333334
S Hector,50,39,1.0,7.692307692307693
S Horley,48,37,3.0,7.783783783783784
S Hunter,23,24,0.0,5.75
S Hussein,42,54,2.0,4.666666666666667
S Immadi,187,205,5.0,5.4731707317073175
S Ingabire,98,112,8.0,5.25
S Ishaque,60,50,4.0,7.199999999999999
S Ismail,1108,1075,55.0,6.184186046511629
S Jamil,30,13,1.0,13.846153846153845
S Jayasinghe,97,83,4.0,7.0120481927710845
S Jeelany,8,16,4.0,3.0
S Jegannathan,86,99,6.0,5.212121212121213
S Jimmy,244,328,29.0,4.463414634146341
S Joseph,246,176,11.0,8.386363636363637
S Kailath,98,72,1.0,8.166666666666668
S Kamate,60,49,3.0,7.346938775510204
S Kananji,203,250,13.0,4.872
S Kanankege,173,169,3.0,6.142011834319526
S Kaneria,36,34,2.0,6.352941176470589
S Kato,203,229,7.0,5.318777292576419
S Kaul,36,24,3.0,9.0
S Khadka,26,33,2.0,4.727272727272727
S Kharvi,20,20,4.0,6.0
S Khatiwada,1,12,1.0,0.5
S Khatri,50,32,0.0,9.375
S Kijiana,66,72,3.0,5.5
S Kizito,100,144,4.0,4.166666666666666
S Kolcharam,127,99,5.0,7.696969696969697
S Kolcunova,242,219,4.0,6.63013698630137
S Koppolu,205,146,4.0,8.424657534246576
S Kotte,188,292,16.0,3.8630136986301373
S Kruger,27,24,0.0,6.75
S Kucuksucu,38,31,2.0,7.35483870967742
S Kushretha,203,169,9.0,7.207100591715976
S Lackay,59,24,2.0,14.75
S Lamichhane,932,934,72.0,5.987152034261242
S Laomi,524,721,47.0,4.360610263522885
S Lateh,44,35,1.0,7.542857142857143
S Linden,23,15,0.0,9.200000000000001
S Loubser,167,152,5.0,6.592105263157894
S Lundell,8,12,1.0,4.0
S Luus,585,466,15.0,7.532188841201716
S Mabuza,165,128,3.0,7.734375
S MacMahon,136,153,6.0,5.333333333333333
S Maduranga,223,163,10.0,8.208588957055216
S Magar,38,61,1.0,3.737704918032787
S Mahmood,474,305,19.0,9.324590163934426
S Matijevic,116,142,9.0,4.901408450704226
S Meyenborg,21,26,4.0,4.846153846153847
S Miyaji,68,73,2.0,5.58904109589041
S Molineux,404,402,19.0,6.029850746268657
S Mosweu,191,162,4.0,7.0740740740740735
S Mtae,21,24,5.0,5.25
S Muniandy,562,410,21.0,8.22439024390244
S Murari,50,67,2.0,4.477611940298508
S Muthusamy,70,66,3.0,6.363636363636363
S Nadigotla,30,26,3.0,6.9230769230769225
S Naidu,77,62,0.0,7.451612903225806
S Nair,74,77,3.0,5.766233766233766
S Nampiina,163,189,16.0,5.174603174603175
S Namusha,48,126,4.0,2.2857142857142856
S Nisansala,122,94,2.0,7.787234042553191
S Nitschke,46,49,2.0,5.63265306122449
S Nsubuga,132,122,7.0,6.491803278688526
S Nunna,89,80,2.0,6.675000000000001
S Ogundipe,11,19,0.0,3.473684210526316
S Ostergaard,67,96,7.0,4.1875
S Ozkunduz,45,46,1.0,5.869565217391305
S Pandey,517,419,16.0,7.403341288782816
S Pattenden,39,39,0.0,6.0
S Pillai,98,122,6.0,4.8196721311475414
S Pitabeddara,23,12,0.0,11.5
S Pradhan,240,205,13.0,7.024390243902438
S Prasanna,203,178,6.0,6.842696629213483
S Ramakrishnan,14,7,0.0,12.0
S Ramautar,47,59,3.0,4.779661016949152
S Rana,224,227,14.0,5.920704845814978
S Ranade,10,8,0.0,7.5
S Randiv,106,104,8.0,6.115384615384615
S Ravichandran,162,200,23.0,4.86
S Ravikumar,95,97,4.0,5.876288659793814
S Ravoka,94,73,5.0,7.726027397260275
S Rengarajan,29,19,1.0,9.157894736842106
S Rokuad,33,26,0.0,7.615384615384615
S Rossi,74,50,0.0,8.879999999999999
S Rukmal,147,128,3.0,6.890625
S Sadarangani,143,138,6.0,6.217391304347826
S Saeed,44,36,2.0,7.333333333333334
S Sajana,24,13,0.0,11.076923076923077
S Samuels,114,96,2.0,7.125
S Sarandeva,192,157,6.0,7.337579617834395
S Sarthak,74,54,4.0,8.222222222222223
S Selvaraj,100,92,2.0,6.521739130434782
S Sengupta,107,77,3.0,8.337662337662337
S Sharma,14,18,1.0,4.666666666666667
S Shrivastava,233,176,7.0,7.943181818181818
S Siegers,614,651,30.0,5.658986175115207
S Sigaiwasa,106,129,9.0,4.930232558139535
S Simic,50,70,2.0,4.285714285714286
S Singh,8,6,0.0,8.0
S Smith,24,13,2.0,11.076923076923077
S Snater,229,131,10.0,10.48854961832061
S Sola,73,55,4.0,7.963636363636365
S Solman,192,221,7.0,5.212669683257919
S Sreesanth,119,70,2.0,10.2
S Stanikzay,54,49,2.0,6.612244897959183
S Sugaya-Slater,33,20,0.0,9.899999999999999
S Tabuisulu,102,76,2.0,8.052631578947368
S Talamarla,25,30,2.0,5.0
S Tarawally,84,94,2.0,5.361702127659575
S Thakor,379,444,30.0,5.121621621621622
S Thakur,56,37,0.0,9.08108108108108
S Thanikaithasan,15,12,0.0,7.5
S Thapa,147,169,15.0,5.218934911242604
S Tino,10,39,2.0,1.5384615384615383
S Tippoch,319,400,24.0,4.785
S Tobgay,50,24,0.0,12.5
S Tosic,203,104,6.0,11.711538461538462
S Tuhadeleni,239,338,27.0,4.242603550295858
S Tyagi,21,13,0.0,9.692307692307693
S Vaia,83,96,2.0,5.1875
S Vashisht,253,277,22.0,5.48014440433213
S Vasilakis,44,38,1.0,6.947368421052632
S Vats,141,83,3.0,10.19277108433735
S Vaz,45,38,2.0,7.105263157894736
S Veerapathiran,575,402,28.0,8.582089552238806
S Venkataraman,65,66,4.0,5.909090909090909
S Vesawkar,42,30,0.0,8.399999999999999
S Vijay Unni,562,585,38.0,5.764102564102564
S Vijayakumar,37,48,2.0,4.625
S Vithayathil,8,18,2.0,2.6666666666666665
S Walaza,255,267,15.0,5.730337078651686
S Waqas Ahmed,43,33,3.0,7.818181818181818
S Weleilakeba,33,20,0.0,9.899999999999999
S Wetoto,102,106,12.0,5.773584905660377
S Wickramasekara,249,220,14.0,6.790909090909091
S Williams,262,230,9.0,6.834782608695653
S Yenamandra,30,31,1.0,5.806451612903226
S Yeshi,349,330,18.0,6.345454545454546
S Yildirim,2,16,3.0,0.75
S di Bartolomeo,85,100,10.0,5.1
SA Abbott,521,375,24.0,8.336
SA Ahmad,228,235,15.0,5.82127659574468
SA Akenji,91,75,3.0,7.28
SA Campbelle,242,253,13.0,5.739130434782609
SA Engelbrecht,22,18,2.0,7.333333333333334
SA Jumbe,803,613,40.0,7.859706362153344
SA Mohandas,319,272,13.0,7.036764705882353
SA Okpe,496,544,38.0,5.470588235294118
SA Panayan,306,277,15.0,6.628158844765343
SA Pradhan,56,37,1.0,9.08108108108108
SA Wittmann,389,519,26.0,4.497109826589596
SA van Breda,10,6,0.0,10.0
SACA King,96,95,3.0,6.063157894736842
SAN Maypriani,177,266,13.0,3.992481203007519
SB Chamundaiah,49,50,2.0,5.88
SB Styris,198,171,10.0,6.947368421052632
SC Getkate,205,150,6.0,8.2
SC Kuggeleijn,215,169,9.0,7.633136094674557
SC Kumari,31,38,2.0,4.894736842105263
SC Meaker,45,27,1.0,10.0
SC Selman,500,445,19.0,6.741573033707866
SC Williams,667,591,23.0,6.771573604060913
SC van Schalkwyk,209,134,11.0,9.35820895522388
SCJ Broad,972,737,42.0,7.913161465400272
SD Bahadur,69,45,1.0,9.200000000000001
SD Parry,23,12,0.0,11.5
SD Ranawaka,57,52,1.0,6.5769230769230775
SD Valjalo,78,44,5.0,10.636363636363637
SDJJ Dima,121,84,4.0,8.642857142857142
SE Aley,39,26,0.0,9.0
SE Bond,194,188,11.0,6.191489361702128
SE Rutherford,64,39,3.0,9.846153846153847
SEA Ruck,41,48,3.0,5.125
SF Daley,250,290,21.0,5.172413793103448
SF Jerome,168,226,11.0,4.460176991150442
SF Mire,86,50,0.0,10.32
SF Nhavotso,33,18,1.0,11.0
SF Tiai,181,145,7.0,7.489655172413793
SFM Devine,826,719,44.0,6.892906815020861
SFS Cheema,166,121,12.0,8.231404958677686
SG Borthwick,15,24,1.0,3.75
SG Diaby,51,57,2.0,5.368421052631579
SG Whittingham,46,38,2.0,7.2631578947368425
SH Johnson,103,69,3.0,8.956521739130434
SH Lawlor,46,37,2.0,7.45945945945946
SH Obed,108,84,5.0,7.714285714285715
SHA Rance,218,142,10.0,9.211267605633802
SI Bara,11,45,2.0,1.4666666666666666
SI Kamea,375,309,14.0,7.281553398058252
SI Mahmood,95,52,2.0,10.961538461538462
SIP Fernando,473,452,29.0,6.278761061946902
SIR Dunkley,13,24,1.0,3.25
SJ Benn,585,456,15.0,7.697368421052632
SJ Bruce,46,40,2.0,6.8999999999999995
SJ Coyte,151,181,17.0,5.0055248618784525
SJ Harmison,30,26,0.0,6.9230769230769225
SJ Hughes-Pinan,61,99,2.0,3.696969696969697
SJ Patel,74,56,4.0,7.928571428571429
SK Atai,71,62,3.0,6.870967741935484
SK Awiah,180,181,17.0,5.966850828729282
SK Dolawatte,13,18,3.0,4.333333333333333
SK Naidu,18,18,0.0,6.0
SK Raina,217,181,9.0,7.193370165745856
SK Rana,5,7,0.0,4.285714285714286
SK Ravuri,70,108,9.0,3.888888888888889
SK Reddy,7,20,3.0,2.0999999999999996
SK Sonpethkar,33,29,1.0,6.827586206896552
SK Springer,85,52,5.0,9.807692307692307
SKDT Madusanka,145,81,5.0,10.74074074074074
SKR Mallidi,35,20,1.0,10.5
SKS Gill,151,93,3.0,9.741935483870968
SL Gomez,90,79,1.0,6.835443037974684
SL Kalis,15,15,1.0,6.0
SL Malinga,1151,923,55.0,7.482123510292524
SL Munroe,76,74,2.0,6.162162162162161
SL Quintyne,251,260,10.0,5.792307692307692
SM Ariyasinghage,16,8,0.0,12.0
SM Benade,23,51,4.0,2.7058823529411766
SM Boland,31,24,0.0,7.75
SM Curran,1052,721,35.0,8.754507628294036
SM Dhakal,44,37,1.0,7.135135135135135
SM Dhanusri,20,28,1.0,4.285714285714286
SM Harwood,21,24,2.0,5.25
SM Mayers,35,30,1.0,7.0
SM Nash,207,151,12.0,8.225165562913906
SM Pollock,233,174,11.0,8.03448275862069
SM Sharif,789,573,37.0,8.261780104712042
SM Sharma,69,25,1.0,16.56
SM Tupou,90,77,6.0,7.012987012987013
SM Warnakulasuriya,57,42,1.0,8.142857142857142
SMHH Aung,17,7,1.0,14.57142857142857
SMK Waththage,221,180,7.0,7.366666666666667
SMR Ruelas,22,36,1.0,3.666666666666667
SMSM Senanayake,249,221,10.0,6.760180995475113
SN Netravalkar,564,503,22.0,6.7276341948310145
SN Pradhan,30,24,3.0,7.5
SN Shihepo,283,372,26.0,4.564516129032258
SN Thakur,305,206,15.0,8.883495145631068
SNJ O'Keefe,90,74,4.0,7.297297297297297
SO Ngoche,1033,938,70.0,6.607675906183369
SO Tikolo,73,57,3.0,7.684210526315789
SP Gauchan,30,24,1.0,7.5
SP Krishnamurthi,13,12,2.0,6.5
SP Narine,351,307,15.0,6.859934853420196
SPD Smith,168,132,8.0,7.636363636363637
SPS Shikongo,18,24,2.0,4.5
SPY Baron,11,11,0.0,6.0
SR Bhudia,119,112,3.0,6.375
SR Clark,125,125,8.0,6.0
SR Magar,346,485,32.0,4.2804123711340205
SR McAnanama-Brereton,124,101,7.0,7.366336633663366
SR Patel,237,174,5.0,8.172413793103448
SR Patil,277,251,19.0,6.621513944223107
SR Rocket,183,141,6.0,7.787234042553191
SR Taylor,773,799,42.0,5.804755944931164
SR Tendulkar,13,15,2.0,5.2
SR Thadani,108,106,5.0,6.113207547169811
SR Thompson,308,236,13.0,7.830508474576272
SR Watson,779,605,36.0,7.725619834710743
SRMJJ Arachchilage,9,6,0.0,9.0
SS Connell,698,618,27.0,6.776699029126213
SS Cottrell,737,556,30.0,7.953237410071942
SS Grimmond,123,107,9.0,6.897196261682243
SS Kang,140,144,7.0,5.833333333333333
SS Pathirana,53,30,1.0,10.6
SS Shukla,27,30,3.0,5.4
SS Weerakkody,104,94,6.0,6.638297872340425
SSB Magala,101,54,2.0,11.222222222222223
SSM Stanislaus,26,12,0.0,13.0
ST Eyyunni,32,26,0.0,7.384615384615385
ST Finn,339,272,16.0,7.477941176470589
ST Frohnmayer,119,123,5.0,5.804878048780488
ST Jayasuriya,228,159,8.0,8.60377358490566
ST Yalimaiwai,49,38,2.0,7.7368421052631575
ST de Silva,10,6,0.0,10.0
STR Binny,46,19,1.0,14.526315789473685
STRA de Silva,77,39,0.0,11.846153846153847
SV Wiig,45,32,2.0,8.4375
SVE Bharathi,384,458,29.0,5.030567685589519
SW Bates,308,277,15.0,6.671480144404333
SW Masakadza,150,88,4.0,10.227272727272727
SW Tait,290,235,9.0,7.404255319148936
SY Win,123,154,13.0,4.792207792207792
SYD Chan,42,53,0.0,4.754716981132075
SZ Vayani,203,155,12.0,7.858064516129032
Saad Bin Zafar,420,457,31.0,5.514223194748359
Sabbir Rahman,50,36,1.0,8.333333333333332
Saber Zakhil,46,34,1.0,8.117647058823529
Sabikun Nahar Jesmin,28,25,2.0,6.720000000000001
Sabir Ali,56,40,2.0,8.399999999999999
Sabnam Rai,158,148,5.0,6.405405405405405
Sabreen Zaki,27,23,0.0,7.043478260869566
Sachin Ganpat Shinde,24,13,0.0,11.076923076923077
Sachin Kumar,103,56,1.0,11.035714285714285
Sadamali Bhakshala,188,179,6.0,6.301675977653631
Sadia Iqbal,562,589,29.0,5.7249575551782685
Sadia Yousuf,541,490,29.0,6.624489795918366
Saee Parkhi,26,26,0.0,6.0
Saeed Ahmed,100,63,4.0,9.523809523809524
Saeed Ajmal,740,651,43.0,6.820276497695852
Saeed Waqar Ali,186,115,5.0,9.704347826086956
Sagar Pun,24,24,1.0,6.0
Saghir Khan,179,134,10.0,8.014925373134329
Sahel Zadran,528,434,16.0,7.299539170506913
Sahil Chauhan,11,7,0.0,9.428571428571429
Sahir Naqash,433,361,34.0,7.196675900277009
Sai Hla Htwe,23,26,2.0,5.3076923076923075
Saif Hassan,51,49,2.0,6.244897959183674
Saim Ayub,172,143,7.0,7.216783216783217
Sajad Ahmadzai,93,94,5.0,5.9361702127659575
Sajedul Islam,15,7,0.0,12.857142857142858
Sajid Khan,75,51,1.0,8.823529411764707
Sajid Khan Afridi,67,39,1.0,10.307692307692307
Sajid Liaqat,245,168,17.0,8.75
Sajid Safi,15,6,0.0,15.0
Salma Khatun,742,858,44.0,5.188811188811189
Salman Mirza,172,183,14.0,5.639344262295082
Salman Nazar,109,81,7.0,8.074074074074074
Salvin Stanly,74,61,1.0,7.278688524590164
Samader Shadab,60,40,2.0,9.0
Samarth Shetty,14,12,1.0,7.0
Sameera Khan,189,187,8.0,6.064171122994653
Sami Sohail,326,246,20.0,7.951219512195122
Sami Ullah,59,65,4.0,5.446153846153846
Samiullah Rahmani,109,81,5.0,8.074074074074074
San Nyo Htwe,5,7,0.0,4.285714285714286
Sana Mir,855,836,29.0,6.136363636363637
Sana Ullah,54,44,2.0,7.363636363636363
Sandeep Goud,162,94,3.0,10.340425531914892
Sandeep Nair,41,26,0.0,9.461538461538462
Sandeep Sharma,40,27,1.0,8.88888888888889
Sangay Yangzom,30,20,0.0,9.0
Sangita Rai,51,64,6.0,4.78125
Sani E Zehra,69,49,1.0,8.448979591836736
Sania Khan,154,142,11.0,6.507042253521128
Saniyah Zia,82,87,6.0,5.655172413793103
Sanjay Kumar Ahir,29,29,1.0,6.0
Sanjida Akter Meghla,209,250,11.0,5.016
Santiago Duggan,66,84,3.0,4.714285714285714
Sapan Mehta,9,6,0.0,9.0
Saqib Naveed,33,15,0.0,13.200000000000001
Saqib Zulfiqar,26,18,0.0,8.666666666666666
Saqlain Arshad,65,60,5.0,6.5
Sara,16,14,0.0,6.857142857142857
Sara Vivek,27,28,0.0,5.785714285714286
Saran Aslam,8,8,0.0,6.0
Saranya Kotha,49,84,8.0,3.5
Sarawut Maliwan,389,366,25.0,6.377049180327869
Sareer Shah,197,134,4.0,8.82089552238806
Sarfaraj Patel,20,18,2.0,6.666666666666667
Sarfaraz Ali,536,466,27.0,6.901287553648068
Sasha Azmi,239,289,13.0,4.961937716262976
Saud Munir,196,190,19.0,6.189473684210527
Saurabh Kumar,74,36,0.0,12.333333333333332
Sayed Monib,747,576,45.0,7.78125
Sazib Bhuiyan,451,318,28.0,8.50943396226415
Sejal Vinod,11,23,3.0,2.8695652173913047
Serdar Burak Emir,14,14,0.0,6.0
Seri Chang,77,90,2.0,5.133333333333333
Seungmin Song,59,85,3.0,4.164705882352941
Shadab Khan,1189,960,48.0,7.43125
Shafali Verma,96,89,5.0,6.47191011235955
Shafat Ali Syed,42,48,5.0,5.25
Shafia Hassan,55,56,3.0,5.892857142857142
Shafina Mahesh,381,358,14.0,6.385474860335195
Shafiq Jan,28,24,2.0,7.0
Shafiul Islam,296,216,10.0,8.222222222222223
Shafiullah Zakhel,48,24,1.0,12.0
Shagharai Sefat,91,79,6.0,6.911392405063291
Shah Abrar Hussain,306,252,17.0,7.285714285714285
Shah Faisal,231,198,12.0,7.0
Shahab Alam,143,96,5.0,8.9375
Shahadat Hossain,153,80,2.0,11.475000000000001
Shahbaz Ahmed,13,13,1.0,6.0
Shaheen Shah Afridi,1298,1018,73.0,7.650294695481335
Shahid Afridi,1380,1169,47.0,7.082976903336185
Shahid Mahmood,128,106,5.0,7.245283018867925
Shahil Momin,142,127,3.0,6.708661417322835
Shahnawaz Dhani,169,113,5.0,8.97345132743363
Shahreeennawab,170,151,5.0,6.754966887417218
Shahrukh Quddus,232,167,7.0,8.335329341317365
Shahzaib,28,25,2.0,6.720000000000001
Shahzeb Choudhry,13,26,2.0,3.0
Shaik Basha,122,71,7.0,10.309859154929576
Shaila Sharmin,36,25,0.0,8.64
Shakeel Ahmed,515,468,18.0,6.602564102564103
Shakerullah Safi,5,6,0.0,5.0
Shakib Al Hasan,1508,1226,59.0,7.38009787928222
Shamim Hossain,93,81,3.0,6.888888888888889
Shamma Ali,126,100,5.0,7.5600000000000005
Shamsullah Ehsan,67,46,3.0,8.73913043478261
Shan Siddiqui,19,16,0.0,7.125
Shantanu Kaveri,78,112,9.0,4.178571428571429
Shariq Munir,63,43,1.0,8.790697674418604
Shariz Ahmad,131,92,6.0,8.543478260869566
Shashikant Laxman,152,154,10.0,5.922077922077922
Shayan Khan,21,13,1.0,9.692307692307693
Sheikh Rasik,125,116,5.0,6.465517241379311
Shenjian Zheng,32,7,0.0,27.428571428571427
Sher Sahak,120,104,7.0,6.9230769230769225
Sheraz Sheikh,140,103,8.0,8.155339805825243
Sheraz Sirwari,61,37,3.0,9.891891891891891
Shiraz Khan,591,587,32.0,6.040885860306644
Shivam Mavi,83,47,1.0,10.595744680851064
Shivam Sharma,41,48,5.0,5.125
Shivani Sati,9,8,1.0,6.75
Shoaib Akhtar,151,111,6.0,8.162162162162163
Shoaib Ali,23,25,1.0,5.5200000000000005
Shoaib Malik,397,332,16.0,7.174698795180722
Shoaib Rafiq,83,133,8.0,3.7443609022556394
Shohely Akhter,38,54,6.0,4.222222222222222
Shorifa Khatun,123,86,2.0,8.58139534883721
Shoriful Islam,993,674,37.0,8.839762611275965
Shorna Akter,144,109,7.0,7.926605504587156
Shunan Ali,154,138,10.0,6.695652173913044
Shuvagata Hom,40,36,1.0,6.666666666666667
Sidhant Singh,64,39,3.0,9.846153846153847
Sikandar Raza,919,839,49.0,6.572109654350417
Sikander Zulfiqar,8,6,0.0,8.0
Sikder Billah,20,12,1.0,10.0
Simi Singh,541,451,20.0,7.197339246119734
Simrah Mirza,66,45,1.0,8.799999999999999
Sinan Khan,57,33,3.0,10.363636363636363
Siow Tzin Yee,47,58,4.0,4.862068965517241
Sirajullah Khadim,254,255,13.0,5.976470588235294
Smriti Anand,21,19,0.0,6.631578947368421
Smruthi Radhakrishnan,51,51,1.0,6.0
Snigdha Paul,43,38,2.0,6.789473684210526
Sobu George,19,6,0.0,19.0
Sofia Mardones,77,50,2.0,9.24
Sohag Gazi,218,148,4.0,8.837837837837839
Sohail Ahmad,72,34,2.0,12.705882352941178
Sohail Ahmed,41,25,0.0,9.84
Sohail Tanvir,852,704,37.0,7.261363636363637
Sohel Patel,26,18,0.0,8.666666666666666
Sok Srey Maov,109,109,4.0,6.0
Sompal Kami,950,859,44.0,6.635622817229336
Sonam,176,190,11.0,5.557894736842105
Song Yangyang,13,8,0.0,9.75
Soniya Dabir,18,24,1.0,4.5
Soumya Sarkar,257,176,8.0,8.761363636363637
Soyeb Pendi,112,102,9.0,6.588235294117648
Suabika Manivannan,89,78,4.0,6.846153846153846
Sufiyan Muqeem,77,64,8.0,7.21875
Sufyan Mehmood,315,252,17.0,7.5
Suhail Sattar,54,50,3.0,6.48
Suhrawadi Shuvo,12,6,0.0,12.0
Sukhjinder Singh,41,54,2.0,4.555555555555555
Sukhkaran Sahi,15,19,0.0,4.7368421052631575
Sulaiman Ali,160,101,4.0,9.504950495049506
Sulaimon Runsewe,14,12,1.0,7.0
Sultan Ahmed,189,166,8.0,6.831325301204819
Sultana Khatun,185,164,9.0,6.768292682926829
Sumaiya Siddiqi,84,100,3.0,5.04
Suman Ghimire,47,39,2.0,7.23076923076923
Sumayya Abdul,110,73,0.0,9.04109589041096
Sumit Singh,18,12,1.0,9.0
Suraiya Azmin,32,56,5.0,3.4285714285714284
Surinder Singh,131,85,4.0,9.247058823529413
Surya Anand,201,191,6.0,6.31413612565445
Syazrul Idrus,287,246,27.0,7.0
Syed Ali Gillani,62,46,2.0,8.08695652173913
Syed Amanullah,9,8,1.0,6.75
Syed Aqeel Israr,99,105,6.0,5.657142857142857
Syed Aziz,741,649,46.0,6.850539291217258
Syed Maisam Ali,50,50,5.0,6.0
Syed Rasel,120,122,4.0,5.9016393442622945
Syeda Aroob Shah,216,181,5.0,7.1602209944751385
Sylvia Usabyimana,75,86,3.0,5.232558139534884
T Abdulquadri,112,131,9.0,5.129770992366412
T Amarmend,274,197,8.0,8.345177664974619
T Araliya,109,109,5.0,6.0
T Ariuntsetseg,114,138,4.0,4.956521739130435
T Bukenya,42,26,0.0,9.692307692307693
T Calingin,15,10,0.0,9.0
T Chabila,122,122,2.0,6.0
T Cheki,78,92,6.0,5.086956521739131
T Chopel,29,13,0.0,13.384615384615385
T Chopra,46,33,0.0,8.363636363636363
T Dissanayake,93,121,1.0,4.6115702479338845
T Dlamini,210,222,4.0,5.675675675675675
T Elikana,14,7,0.0,12.0
T Filer,19,24,4.0,4.75
T Gwandu,221,165,11.0,8.036363636363635
T Hanum,18,26,3.0,4.153846153846153
T Hewa,13,10,0.0,7.800000000000001
T Iosefo,141,169,15.0,5.005917159763314
T Jamtsho,161,124,1.0,7.790322580645161
T Kahamker,60,51,4.0,7.0588235294117645
T Kazanci,69,52,0.0,7.961538461538462
T Khabo,98,78,1.0,7.538461538461538
T Kobeli,112,85,2.0,7.905882352941177
T Kolcunova,159,186,1.0,5.129032258064516
T Koloi,91,76,2.0,7.184210526315789
T Lafai,74,78,1.0,5.692307692307692
T Legaabile,101,99,4.0,6.121212121212121
T Lhaden,29,31,2.0,5.612903225806451
T Luka,38,49,5.0,4.653061224489796
T Lungameni,451,387,16.0,6.992248062015504
T Makusha,47,39,2.0,7.23076923076923
T Malinga,243,274,6.0,5.321167883211679
